episode,score,average_score,best_score
1,409.7649907078375,409.7649907078375,409.7649907078375
2,115.1608216325589,262.4629061701982,409.7649907078375
3,66.94489627566412,197.2902362053535,409.7649907078375
4,56.95052336708498,162.20530799578637,409.7649907078375
5,58.92719222380542,141.54968484139016,409.7649907078375
6,124.22974498750094,138.66302819907528,409.7649907078375
7,274.6178633521683,158.08514750666,409.7649907078375
8,126.65746832800515,154.15668760932817,409.7649907078375
9,82.57345374243724,146.2029949574514,409.7649907078375
10,82.42640787962432,139.8253362496687,409.7649907078375
11,47.53790857114692,131.4355700970758,409.7649907078375
12,48.30980049320178,124.50842263008632,409.7649907078375
13,50.34733493170628,118.80372357636476,409.7649907078375
14,53.24938662538504,114.12127093700907,409.7649907078375
15,58.087376637700046,110.3856779837218,409.7649907078375
16,66.43486503583583,107.63875217447892,409.7649907078375
17,134.56898539778075,109.2228835405555,409.7649907078375
18,172.43604361572446,112.73472576695377,409.7649907078375
19,200.04340653101846,117.32991949137823,409.7649907078375
20,161.76109682895608,119.55147835825713,409.7649907078375
21,324.04704361069486,129.28936241789702,409.7649907078375
22,225.93224111470727,133.6822205404793,409.7649907078375
23,180.65957130497958,135.7247140519793,409.7649907078375
24,182.91289759167572,137.69088836613332,409.7649907078375
25,181.64783336430003,139.44916616606,409.7649907078375
26,65.56827569678103,136.6075934557031,409.7649907078375
27,58.43361096792836,133.7122607709707,409.7649907078375
28,59.615229467531464,131.0659382244193,409.7649907078375
29,55.05461816801246,128.44485822247424,409.7649907078375
30,58.1103745286743,126.1003754326809,409.7649907078375
31,225.7567422643891,129.31509694338118,409.7649907078375
32,95.65672948544382,128.26327296032062,409.7649907078375
33,455.33535278616205,138.17454810655823,409.7649907078375
34,45.442179295839225,135.44712549447826,409.7649907078375
35,44.84957255838971,132.8586239820186,409.7649907078375
36,44.91736760036126,130.41581130475032,409.7649907078375
37,47.922618288140484,128.18626554754465,409.7649907078375
38,46.647484108370115,126.04050814125058,409.7649907078375
39,56.3832950961555,124.2544257554789,409.7649907078375
40,314.12814480724717,129.00126873177317,409.7649907078375
41,61.13188874658522,127.34591800042712,409.7649907078375
42,59.62140909594147,125.73342969317744,409.7649907078375
43,59.72975483365162,124.19846051039778,409.7649907078375
44,59.26264765038932,122.72264658176123,409.7649907078375
45,59.41201952626723,121.31574375830581,409.7649907078375
46,55.929896173295155,119.89431228906643,409.7649907078375
47,51.33689273293398,118.43564378787212,409.7649907078375
48,50.574511133893964,117.02187019091424,409.7649907078375
49,72.42207223078843,116.11167023254433,409.7649907078375
50,80.38924173989234,115.39722166269128,409.7649907078375
51,87.27440145334259,114.84579381544916,409.7649907078375
52,87.50008709994182,114.31991484015094,409.7649907078375
53,91.16995731505463,113.88312318873402,409.7649907078375
54,90.42863329369973,113.44878078327044,409.7649907078375
55,58.36879312571899,112.44732646222404,409.7649907078375
56,58.08918975857403,111.47664544965885,409.7649907078375
57,59.1469139424017,110.55857998461926,409.7649907078375
58,117.38429213529454,110.67626467687226,409.7649907078375
59,60.83819151925719,109.83155157250592,409.7649907078375
60,67.0414532193371,109.11838326661977,409.7649907078375
61,65.30502880480813,108.40013155413106,409.7649907078375
62,65.5162872983068,107.70845664677906,409.7649907078375
63,79.85439740322815,107.26632872227825,409.7649907078375
64,59.12239756761236,106.5140797979866,409.7649907078375
65,55.84579926688589,105.73456778981581,409.7649907078375
66,53.01664770897878,104.93581142495464,409.7649907078375
67,52.80513483971285,104.15774162517492,409.7649907078375
68,55.24289424829514,103.43840563433844,409.7649907078375
69,52.78655368277475,102.70432082344622,409.7649907078375
70,50.70947645119513,101.96153733241405,409.7649907078375
71,46.865715436473906,101.18553984092193,409.7649907078375
72,46.54937551174317,100.42670422523891,409.7649907078375
73,46.700335571570804,99.69072657244894,409.7649907078375
74,45.77009203551045,98.96206934897678,409.7649907078375
75,45.65740677442891,98.25134051464948,409.7649907078375
76,45.500480855680046,97.55725025597883,409.7649907078375
77,47.26698749746481,96.9041299604137,409.7649907078375
78,46.16696709873538,96.25365351346912,409.7649907078375
79,45.72578405201154,95.61406022914686,409.7649907078375
80,45.1788749451275,94.98362041309665,409.7649907078375
81,46.044943085745885,94.37943921152441,409.7649907078375
82,47.842924390171405,93.81192073809328,409.7649907078375
83,66.07462654522703,93.47773647070935,409.7649907078375
84,55.609189690601355,93.02692043761282,409.7649907078375
85,59.0968594226411,92.62774324920139,409.7649907078375
86,66.44180207773744,92.3232555611611,409.7649907078375
